web-scraper-order,web-scraper-start-url,menu,menu-href,stock,year,make,model,style,cylinder,transmission,engine,drive train,fuel type,vin,mileage,color,color 2,internet price,photo urls,doors,stock2,Vehicle Type,description,trim,certified,link,link-href
1652348440-7692,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HA016378,2016,Harley-Davidson®,FXSB - Softail® Breakout®,null,,null,null,null,null,1HD1BFV16GB016378,23715 mi,null,null,"$18,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/44/6E/446E2F37-FEBF-4068-A44A-5CA177AEC93A.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/C7/78/C7786835-5F3D-484C-A0CF-49171DD55DC9.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/44/D1/44D1B0B5-4384-4EAA-9B03-81C8E129B854.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/1C/E7/1CE7F7C2-066F-4B8F-B294-0916D951C61F.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/0A/DD/0ADDE30B-F456-4424-98BF-48A2127BB443.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/96/80/96803F16-27CA-4F6C-9927-600D567246DE.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/3D/24/3D24DA63-703B-4FDE-8326-BDA70DB8991E.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/FC/22/FC22155D-A3B5-4D50-AF7F-EF5DD9F661FD.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/E6/1A/E61A4658-255C-4C64-9C8B-9455E432DF88.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2016
Harley-Davidson® 
FXSB - Softail® Breakout®",https://www.majorpowersports.com/Pre-owned-Inventory-2016-Harley-Davidson-Motorcycle-Scooter-FXSB-Softail-Breakout-Softail-Major-Powersports-11316531?ref=list
1652348600-7741,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SRX09205,2022,SSR Motorsports,XF250X,null,,null,null,null,null,LAEGB2465NGX09205,null,null,null,"$3,459",[],null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
XF250X",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-XF250X-Major-Powersports-11820491?ref=list
1652348608-7744,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100503,2022,SSR Motorsports,SR140TR-BW,null,,null,null,null,null,L6JYGKL39NC100503,null,null,null,"$2,059",[],null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR140TR-BW",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR140TR-BW-Major-Powersports-11816177?ref=list
1652348545-7721,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR000408,2004,SSR Motorsports,SR300S,null,,null,null,null,null,L3BSEKA340000408,null,null,null,"$4,599",[],null,,Motorcycle / Scooter,null,null,,"2004
SSR Motorsports 
SR300S",https://www.majorpowersports.com/New-Inventory-2004-SSR-Motorsports-Motorcycle-Scooter-SR300S-Major-Powersports-11519200?ref=list
1652348712-7778,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED13670,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA073NBD13670,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-10807688?ref=list
1652348457-7698,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HO100746,2017,Honda®,Africa Twin CRF1000L,null,,6-speed Manual,4-stroke Unicam 8-valve Parallel Twin with 270º crank,6-speed Manual,null,JH2SD0440HK100746,702 mi,"Red/Black/White, White/Blue/Red",null,"$13,795","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/6A/14/6A14441C-A172-4542-ACB7-BF0BFC24800F.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/B0/60/B0609AEE-6ED4-470A-BADD-1E63CC21D71A.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/4E/BD/4EBD82C3-CBC7-4A3B-962B-3DB641CD382B.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2017
Honda® 
Africa Twin CRF1000L",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Honda-Motorcycle-Scooter-Africa-Twin-CRF1000L-Major-Powersports-11955453?ref=list
1652348578-7733,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR104419,2021,SSR Motorsports,SR125 AUTO,null,,null,null,null,null,SYMYJ3031M1104419,1,null,null,"$1,379",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125 AUTO",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-AUTO-Major-Powersports-11410728?ref=list
1652348451-7696,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,YA001058,2017,Yamaha,YZF-R3,null,,"6-speed, wet multiplate clutch","321cc liquid-cooled, DOHC inline twin-cylinder; 8 valves","6-speed, wet multiplate clutch",null,MH3RH15Y4HK001058,2173,null,null,"$5,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/A0/BB/A0BBD049-550B-4C8E-977A-D9E77A142CF7.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/85/EF/85EFB352-F50D-426A-A987-F3560D56DA1B.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/80/06/80068565-0222-4720-88E7-FE1ED5B35FB5.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/FB/81/FB8175BF-2E64-44A4-AEDE-8A0E096BEA22.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2017
Yamaha 
YZF-R3",https://www.majorpowersports.com/Pre-owned-Inventory-2017-Yamaha-Motorcycle-Scooter-YZF-R3-Major-Powersports-11955460?ref=list
1652348656-7758,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,ZEP21467,2022,Zero,SR Power Tank,null,,Clutchless direct drive,null,Clutchless direct drive,null,538ZFCZ77NCP21467,null,null,null,"$18,595","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/18381531-0-114863151.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Zero 
SR Power Tank",https://www.majorpowersports.com/New-Inventory-2022-Zero-Motorcycle-Scooter-SR-Power-Tank-Major-Powersports-12100232?ref=list
1652348572-7731,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR118179,2021,SSR Motorsports,SR125 Semi,null,,null,null,null,null,L6JYGJL35MC118179,null,null,null,"$1,359",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125 Semi",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-Semi-Major-Powersports-11665482?ref=list
1652348384-7675,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SR008415,2021,SSR Motorsports,SR150,null,,"5-speed Manual; 1-down, 4-up","4 Stroke, Single Cylinder","5-speed Manual; 1-down, 4-up",null,L3BSEKA3XM0008415,1,"White, Blue",null,"$2,459","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15465541-0-100403841.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR150",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR150-Major-Powersports-11246462?ref=list
1652348653-7757,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,ZK19940,2022,Zero,SR/F,null,,null,null,null,null,538ZFDZ79NCK19940,0,null,null,"$22,195","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/2F/43/2F439A28-F464-4AD6-B420-B694BCA75E56.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Zero 
SR/F",https://www.majorpowersports.com/New-Inventory-2022-Zero-Motorcycle-Scooter-SR-F-Major-Powersports-11487107?ref=list
1652348564-7728,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR119160,2021,SSR Motorsports,SR125 Semi,null,,null,null,null,null,L6JYGJL30MC119160,null,null,null,"$1,359",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125 Semi",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-Semi-Major-Powersports-11665486?ref=list
1652348411-7683,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,KA000629,2012,Kawasaki,Ninja® ZX™ -14R,null,,Six-Speed,null,Six-Speed,null,JKBZXNE15CA000629,500 mi,"Metallic Spark Black, Candy Surf Blue, Golden Blazed Green with special graphics (SE)",null,"$13,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/43/A8/43A8DBA4-27A6-4CC9-8BA5-A7DBC0431E3D.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/59/7C/597C02F0-D102-44A8-8C1B-CD5DA1D273D1.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/10/99/10997BC1-7F40-46E7-AD3E-FF1A3A5C2A00.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D4/BA/D4BA3AEB-FEA1-465B-876B-4AA71A54F922.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2012
Kawasaki 
Ninja® ZX™ -14R",https://www.majorpowersports.com/Pre-owned-Inventory-2012-Kawasaki-Motorcycle-Scooter-Ninja-ZX-14R-Major-Powersports-11741890?ref=list
1652348443-7693,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,CA000093,2016,Can-Am®,Spyder® F3-S Special Series,null,,null,null,null,null,2BXREDD25GV000093,4675 mi,null,null,"$17,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/A5/E1/A5E187AB-6748-4B92-80A5-877B28A387FF.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/30/B1/30B1632E-7497-407A-B86A-B9FA2FBC44A2.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/7F/73/7F73B72D-5C7B-4DB9-928A-AB434C91FD3A.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2016
Can-Am® 
Spyder® F3-S Special Series",https://www.majorpowersports.com/Pre-owned-Inventory-2016-Can-Am-Motorcycle-Scooter-Spyder-F3-S-Special-Series-Major-Powersports-11904270?ref=list
1652348659-7759,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,ZEC19709,2022,Zero,FX ZF7.2,null,,Clutchless direct drive,null,Clutchless direct drive,null,538XXDZ40NCC19709,null,null,null,"$11,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17162811-0-114451821.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Zero 
FX ZF7.2",https://www.majorpowersports.com/New-Inventory-2022-Zero-Motorcycle-Scooter-FX-ZF7-2-Major-Powersports-11665497?ref=list
1652348692-7771,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR008422,2022,SSR Motorsports,SR150,null,,"5-speed Manual; 1-down, 4-up","4 Stroke, Single Cylinder","5-speed Manual; 1-down, 4-up",null,L3BSEKA37M0008422,null,"White, Blue",null,"$2,459","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/18380061-0-114853821.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR150",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR150-Major-Powersports-11680343?ref=list
1652348522-7720,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HO700058,2021,Honda®,CBR300R,null,,Six-speed,single-cylinder four-stroke,Six-speed,null,MLHNC5103M2700058,253 mi,"Grand Prix Red, Matte Gray Metallic",null,"$6,295","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/BB/A4/BBA4F44C-3BB2-4A0F-8157-DF870751F8F8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/DE/8A/DE8AADB2-8A72-4560-9E32-ECA70A956E73.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/77/41/7741AE96-6C11-434A-A6A5-CE55F822DC73.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/1C/44/1C449BB0-7FEA-47B9-A704-E8FCA1E3D92D.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
Honda® 
CBR300R",https://www.majorpowersports.com/Pre-owned-Inventory-2021-Honda-Motorcycle-Scooter-CBR300R-Major-Powersports-11955451?ref=list
1652348676-7765,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,VA000004,2022,Vanderhall,Carmel Blackjack,null,,6-Speed Automatic Transmission,null,6-Speed Automatic Transmission,null,null,null,null,null,"$37,950","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/2F/25/2F25F143-F38F-4D8C-A13D-CB9E34450E72.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D4/88/D4885BE9-0F1B-4F74-BFAD-23769B8E8A35.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/4C/FF/4CFF3712-A7D0-4BF3-A6BE-E08EA5BED269.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Vanderhall 
Carmel Blackjack",https://www.majorpowersports.com/New-Inventory-2022-Vanderhall-Motorcycle-Scooter-Carmel-Blackjack-Major-Powersports-11859951?ref=list
1652348724-7782,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED25536,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA074NBD25536,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-11665480?ref=list
1652348550-7723,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR004500,2021,SSR Motorsports,SR70AUTO,null,,null,null,null,null,L3BSGJD33M0004500,1,null,null,$959,[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR70AUTO",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR70AUTO-Major-Powersports-11410708?ref=list
1652348409-7682,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HO000528,2011,Honda®,CBR250R,null,,Close-ratio five-speed,249cc liquid-cooled single-cylinder four-stroke,Close-ratio five-speed,null,MLHMC4114B5000528,null,null,null,"$2,995","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/1052341-0-202051.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2011
Honda® 
CBR250R",https://www.majorpowersports.com/Pre-owned-Inventory-2011-Honda-Motorcycle-Scooter-CBR250R-Major-Powersports-12014611?ref=list
1652348730-7784,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED291146,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA070NBD29146,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-11519201?ref=list
1652348504-7714,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HA416597,2020,Harley-Davidson®,XL883L - Iron 883™,null,,null,null,null,null,1HD4LE219LB416597,6423 mi,null,null,"$10,495","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/73/4E/734EFDEC-77EB-441C-BE01-1C7161984B37.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/38/27/38279C12-E380-42A7-A288-B4B7F9E88921.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/36/6D/366DA0AA-1986-47F6-AAC9-C041047BA477.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/78/74/7874D111-67B6-485B-ADB9-171E1DA7A970.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Harley-Davidson® 
XL883L - Iron 883™",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Harley-Davidson-Motorcycle-Scooter-XL883L-Iron-883-Major-Powersports-11955456?ref=list
1652348553-7724,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR111378,2021,SSR Motorsports,SR70 AUTO,null,,null,null,null,null,L6JYGDL37MC111378,1,null,null,$959,[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR70 AUTO",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR70-AUTO-Major-Powersports-10919334?ref=list
1652348569-7730,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR119450,2021,SSR Motorsports,SR125 Semi,null,,null,null,null,null,L6JYGJL39MC119450,null,null,null,"$1,359",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125 Semi",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-Semi-Major-Powersports-11665483?ref=list
1652348611-7745,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR100651,2022,SSR Motorsports,SR140TR-BW,null,,null,null,null,null,L6JYGKL32NC100651,null,null,null,"$2,059",[],null,,Motorcycle / Scooter,null,null,,"2022
SSR Motorsports 
SR140TR-BW",https://www.majorpowersports.com/New-Inventory-2022-SSR-Motorsports-Motorcycle-Scooter-SR140TR-BW-Major-Powersports-11816176?ref=list
1652348586-7736,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR113029,2021,SSR Motorsports,SR110 DX,null,,null,null,null,null,L6JYGHL34MC113029,null,null,null,"$1,059",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR110 DX",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR110-DX-Major-Powersports-11665491?ref=list
1652348641-7753,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR104775,2021,SSR Motorsports,SR125,null,,4-up Manual,"YX™, Single Cylinder, 4 Stroke",4-up Manual,null,SYMYJ3133M1104775,1,"Red, Blue, Green, Orange, Black, White",null,"$1,359","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15730141-0-101847921.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR125",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR125-Major-Powersports-11410730?ref=list
1652348379-7673,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,SR008948,2021,SSR Motorsports,SR189,null,,"5-speed Manual; 1-down, 4-up","Single Cylinder, 4 Stroke","5-speed Manual; 1-down, 4-up",null,L3BSEKA31M0008948,null,"White, Blue",null,"$2,799","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/15468111-0-100435561.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR189",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR189-Major-Powersports-11410723?ref=list
1652348583-7735,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,SR113075,2021,SSR Motorsports,SR110 DX,null,,null,null,null,null,L6JYGHL30MC113075,null,null,null,"$1,059",[],null,,Motorcycle / Scooter,null,null,,"2021
SSR Motorsports 
SR110 DX",https://www.majorpowersports.com/New-Inventory-2021-SSR-Motorsports-Motorcycle-Scooter-SR110-DX-Major-Powersports-11665475?ref=list
1652348721-7781,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED29226,2022,Benelli,TNT135,null,,null,"Single cylinder, 4 stroke, oil cooled, 4 valves per cylinder, SOHC, double spark",null,null,LBBPEA079NBD29226,null,null,null,"$2,999","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/trimsdb/17770181-0-111716521.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
TNT135",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-TNT135-Major-Powersports-11665481?ref=list
1652348732-7785,https://www.majorpowersports.com/,"New
							Inventory
						
						
							.01",https://www.majorpowersports.com/default.asp?page=xNewInventory,BED45363,2022,Benelli,Leoncino Trail,null,,null,"Inline 2 cylinder, 4-stroke, 4 valves per cylinder, DOHC",null,null,LBBPHF066NBD45363,null,null,null,"$7,199","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/F3/8B/F38BFA64-A18B-4346-949B-748DFBB7A879.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2022
Benelli 
Leoncino Trail",https://www.majorpowersports.com/New-Inventory-2022-Benelli-Motorcycle-Scooter-Leoncino-Trail-Major-Powersports-11661228?ref=list
1652348501-7713,https://www.majorpowersports.com/,"Pre-Owned
							Inventory
						
						
							.02",https://www.majorpowersports.com/default.asp?page=xPreOwnedInventory,HO300700,2020,Honda®,Rebel 500 ABS,null,,Six-Speed,Parallel-twin four-stroke,Six-Speed,null,MLHPC5650L5300700,5332 mi,"Matte Armored Silver, Graphite Black, Matte Blue Jeans Metallic",null,"$7,495","[{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/D0/76/D076F822-8361-487E-A4A6-97236440DFE8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/BD/0E/BD0EEEBC-7037-4CD6-BD0B-457B960E1932.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/AC/35/AC354BD6-687E-44ED-A38A-1E08DEA99E27.jpg""},{""photo urls"":"""",""photo urls-src"":""https://cdn.dealerspike.com/imglib/v1/200x150/imglib/Assets/Inventory/68/B9/68B93EE0-F4D3-45F6-8402-48ABDEA505F6.jpg""}]",null,,Motorcycle / Scooter,null,null,,"2020
Honda® 
Rebel 500 ABS",https://www.majorpowersports.com/Pre-owned-Inventory-2020-Honda-Motorcycle-Scooter-Rebel-500-ABS-Major-Powersports-11955458?ref=list
